CustomerID,Recency,Frequency,Monetary,Country
12346.0,1.6089460327394065,-2.0249347974604786,-0.8014740742780355,United Kingdom
12347.0,-1.8402591058197606,1.2614332201385972,1.7156261900035088,Iceland
12348.0,0.28646229159266207,-0.22384127297446113,0.37376262737617616,Finland
12349.0,-0.6791551554113904,0.4724388834060213,0.3511247801274036,Italy
12350.0,1.5578638399450253,-0.6834522460509067,-0.530210707433102,Norway
12352.0,-0.25818826209765516,0.6952388128035228,0.2289562816071753,Norway
12353.0,1.149937531075806,-1.6558705411632444,-0.7163092596431541,Bahrain
12354.0,1.2721852831329428,0.2811149412739485,-0.04772095395976153,Spain
12355.0,1.1951054943047592,-0.8796829436261651,-0.4435660720117731,Bahrain
12356.0,-0.5581545581661305,0.295228327992921,0.9337298422192729,Portugal
12357.0,-0.31828193636884955,0.9722111343855767,2.6566170134642713,Switzerland
12358.0,-1.8402591058197606,-0.6003737181170268,0.005948623589675286,Austria
12359.0,-1.1795170405619302,1.5605374191171622,2.67496862761438,Cyprus
12360.0,0.006028044907058401,0.9588212642151832,0.8531733390086795,Austria
12361.0,1.4804729322070485,-1.0654507341363937,-0.6360306330870956,Belgium
12362.0,-1.6631420804666064,1.6293756488575153,2.139940731128252,Belgium
12363.0,0.5993982103607125,-0.45546666319495543,-0.3813876688694248,Unspecified
12364.0,-1.1795170405619302,0.6006893750159084,0.09263190884758866,Belgium
12365.0,1.494291942059171,-0.45546666319495543,-0.5399473197544784,Cyprus
12367.0,-1.5297092239363776,-0.998709881428054,-0.6521526875698935,Denmark
12370.0,-0.00834930480977759,1.1852148288081397,1.3222258172325128,Cyprus
12371.0,-0.09986923474807166,0.3495445727499473,0.42526556648346786,Switzerland
12372.0,0.254316065837023,0.19136489386697142,0.08369144347782365,Denmark
12373.0,1.5611195789546535,-0.826082202744772,-0.5089417867025094,Austria
12374.0,-0.5040776838589383,-0.17455996129689802,-0.257183147280067,Austria
12375.0,-1.6631420804666064,-0.6408795387923572,-0.44627295606980644,Finland
12377.0,1.5740566110222773,0.5172442217819593,0.27683146423316657,Switzerland
12378.0,0.7425377794152139,1.4267655942952497,1.5616812391192507,Switzerland
12379.0,0.35752640309008443,-0.001496748821331582,-0.18922351925805064,Belgium
12380.0,-0.5866658179601593,0.7809023873451494,0.8847910155717481,Belgium
12381.0,-1.4215304577575756,0.6585894737070228,0.3775890339872658,Norway
12383.0,1.058821043983171,0.7390728418894577,0.39768726192781284,Belgium
12384.0,-0.4058653305546104,-0.24958400420697593,-0.37200432442314907,Switzerland
12386.0,1.6459143225490858,-1.0654507341363937,-0.48298388721296426,Australia
12388.0,-0.7846221381622764,0.7390728418894577,0.917181709661197,Australia
12390.0,0.3377509719479458,-0.1988477736873454,-0.38282175076797115,Belgium
12391.0,-0.5866658179601593,0.7390728418894577,-0.4425534734576951,Cyprus
12393.0,0.254316065837023,0.3626218234377589,0.2505231417254973,Australia
12394.0,0.16282981458550946,-0.3318095408579709,0.06848666939362925,Belgium
12395.0,-0.7846221381622764,1.1418929499709969,1.0337237592391224,Belgium
12397.0,-0.25818826209765516,0.9383669256171564,0.7158243002571444,Belgium
12398.0,-0.08394151623609364,0.6006893750159084,0.28117993586232237,Switzerland
12399.0,0.6662670991720953,0.295228327992921,-0.029953681844000612,Belgium
12401.0,1.5348273279657225,-1.521612044489222,-0.7202717354742452,Belgium
12402.0,1.5995284500143192,-0.998709881428054,-0.60913499008949,Belgium
12403.0,-0.022961622864849266,-1.4070419198191177,-0.4775960304044739,Denmark
12405.0,0.8625349545539923,0.2223035531184132,0.3241397923920875,Finland
